Team,Conference,G,AB,R,H,2B,3B,TB,HR,IBB,BB,HBP,RBI,SF,SH,K,KL,DP,GDP,TP,SB,CS,Picked,GO,FO,IP,HA,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,HR-A,CSO,WP,BK,HB,KL,IBB,CG,Inh Run,Inh Run Score,SHA,SFA,CIA,GO,FO,SV,PO,A,E,CI,PB,SBA,CSB,TC,IDP,TP
Purdue Fort Wayne,Horizon,49,"1,145",132,250,51,5,374,21,,121,23,117,8,28,324,89,7,5,,48,16,,288,296,297.2,440,343,271,185,169,1,"1,553","1,309",90,7,41,,33,,21,40,,,,,24,14,,389,286,2,893,406,80,,10,70,19,"1,379",9,
Quinnipiac,MAAC,41,"1,021",128,236,49,6,339,14,,91,25,117,7,20,227,55,3,1,,31,10,,303,239,255.2,334,254,194,116,154,,"1,264","1,095",73,9,21,,26,,23,47,,,,,13,17,,303,280,1,767,312,63,,20,93,8,"1,142",11,
Radford,Big South,48,"1,218",175,287,53,1,468,42,,118,19,158,5,38,284,51,5,2,,33,6,,346,305,312,337,198,138,123,183,3,"1,441","1,224",58,4,36,,12,,58,49,,,,,28,8,,299,409,2,935,347,57,,3,51,16,"1,339",13,
Rhode Island,Atlantic 10,46,"1,206",145,296,46,7,389,11,,109,5,126,11,31,218,66,11,7,,47,13,,324,375,305,428,281,235,158,192,2,"1,529","1,308",103,8,29,,32,,20,38,,,,,26,17,,397,282,1,915,409,63,,4,60,15,"1,387",11,
Rider,MAAC,54,"1,508",228,444,61,7,555,12,,81,26,202,7,30,226,48,15,9,1,19,7,,452,365,354.2,316,180,124,137,270,11,"1,568","1,341",60,8,26,,28,,52,54,,,,,29,9,,333,408,1,"1,064",382,80,,9,59,21,"1,526",10,
Robert Morris,Horizon,52,"1,436",230,370,66,9,535,27,,149,36,203,10,27,300,74,8,7,,55,6,,357,379,358.1,333,196,156,138,311,5,"1,588","1,387",56,9,28,,35,1,28,82,,,,,25,10,,371,360,6,"1,075",381,66,,13,75,15,"1,522",6,
Rutgers,Big Ten,53,"1,336",232,365,71,7,540,30,2,160,53,206,17,28,221,57,27,7,,61,18,,361,405,345.2,342,257,208,185,291,7,"1,601","1,341",77,6,55,,13,,44,89,9,,,,18,13,,247,466,2,"1,037",256,39,,7,45,10,"1,332",10,
Sacramento St.,Big Sky,55,"1,437",259,414,65,5,654,55,5,139,18,241,10,32,275,68,22,13,,27,11,,401,348,357.2,394,241,179,107,248,9,"1,615","1,433",70,16,27,,16,,33,64,1,,,,28,14,,366,413,2,"1,073",398,63,,6,47,15,"1,534",20,
Sacred Heart,NEC,55,"1,391",153,333,51,6,480,28,,132,21,137,11,20,310,84,17,2,,16,3,,360,371,347.2,506,359,291,181,263,2,"1,778","1,511",110,8,48,,25,,34,81,4,,,,36,16,,268,471,,"1,043",280,71,,15,83,10,"1,394",7,
St. Francis (PA),NEC,53,"1,391",278,418,72,10,645,45,7,132,52,243,17,24,178,41,18,7,,52,13,,357,424,341.2,271,137,101,147,304,13,"1,477","1,276",24,3,15,,14,,19,80,1,,,,30,5,,479,214,1,"1,025",440,45,,3,72,4,"1,510",15,
Saint Joseph's,Atlantic 10,46,"1,227",178,303,47,4,412,18,2,157,19,158,7,16,239,52,12,2,,63,10,,385,267,303.2,306,161,138,147,185,5,"1,378","1,180",62,6,22,,18,,16,46,,,,,25,9,1,388,298,1,911,404,48,1,7,41,9,"1,363",20,
Saint Louis,Atlantic 10,51,"1,303",199,329,73,15,504,24,1,152,27,181,11,26,288,72,14,4,,51,12,,312,376,337.2,402,219,180,162,215,5,"1,598","1,370",45,9,23,,30,,27,56,,,,,26,13,,449,304,1,"1,013",478,51,,4,71,12,"1,542",12,
Saint Mary's (CA),WCC,47,"1,149",126,264,34,13,345,7,,74,34,106,10,26,213,60,17,5,,30,11,,324,337,297.2,368,261,198,156,212,4,"1,482","1,236",67,8,20,,29,,47,57,1,,,,31,12,,339,307,1,893,355,66,,8,78,9,"1,314",13,
Saint Peter's,MAAC,55,"1,418",199,355,63,6,478,16,,78,33,172,11,32,234,44,16,4,,64,15,,405,401,355.1,461,258,227,103,152,6,"1,651","1,467",98,15,35,,26,,25,32,5,,,,38,18,,395,477,4,"1,063",407,49,,3,59,9,"1,519",14,
Sam Houston,WAC,54,"1,417",197,330,56,8,507,35,,149,49,174,15,24,280,62,16,10,,45,11,,444,361,358.2,425,312,259,229,213,3,"1,770","1,466",80,10,49,,41,,30,52,3,,,,33,12,,418,399,4,"1,076",416,64,,5,60,13,"1,556",14,
Samford,SoCon,53,"1,442",210,382,61,7,547,30,1,151,12,180,7,33,191,55,14,8,,50,9,,428,425,368.1,321,143,115,98,272,14,"1,538","1,380",62,6,22,,13,,17,57,,,,,36,7,,399,393,2,"1,105",405,48,,4,34,10,"1,558",15,
San Diego,WCC,54,"1,411",173,341,51,10,475,21,,123,27,154,6,24,262,83,12,3,,23,8,,413,380,357,412,275,222,218,272,2,"1,740","1,441",67,17,30,,47,,31,52,,,,,27,22,1,437,321,6,"1,071",435,57,1,12,98,13,"1,563",13,
San Diego State,Mountain West,51,"1,399",265,418,61,13,601,32,8,150,34,241,11,25,213,60,15,7,,86,22,,415,347,354.2,276,139,106,64,411,9,"1,436","1,322",38,11,25,,19,,24,96,6,,,,19,7,,321,310,10,"1,064",327,43,,13,29,1,"1,434",16,
San Jose St.,Mountain West,51,"1,351",210,361,60,12,553,36,3,158,23,187,5,29,274,59,20,13,,21,5,,403,311,340,385,210,178,126,264,4,"1,550","1,354",57,19,29,,26,,30,72,2,,,,29,11,,274,435,2,"1,020",319,50,,8,64,12,"1,389",14,
Santa Clara,WCC,51,"1,298",178,342,58,12,448,8,,101,32,161,12,38,248,66,18,8,,54,9,,380,334,331.1,426,247,190,88,92,7,"1,539","1,375",79,9,25,,28,,26,26,1,,,,31,19,,365,482,3,994,398,69,,4,38,8,"1,461",30,
Seattle U,WAC,56,"1,490",226,389,64,11,574,33,4,137,32,206,7,16,268,77,13,9,,30,11,,453,356,373.1,385,199,158,135,298,7,"1,667","1,476",56,10,24,,36,,20,67,,,,,26,10,,491,294,4,"1,120",491,57,,4,41,11,"1,668",10,
Seton Hall,Big East,43,"1,192",203,341,75,9,524,30,1,105,27,178,11,10,249,55,17,7,,38,8,,284,298,286.2,296,206,159,114,201,4,"1,328","1,154",62,10,34,,32,,36,38,,,,,14,10,,334,293,2,860,343,60,,9,64,6,"1,263",6,
SFA,WAC,55,"1,401",220,364,70,6,578,44,2,166,37,206,12,41,271,77,18,9,,13,5,,397,379,361.2,341,191,163,158,350,11,"1,628","1,412",64,10,29,,4,,30,99,,,,,19,9,,290,421,3,"1,085",297,49,,1,48,8,"1,431",8,
Siena,MAAC,55,"1,506",246,423,72,7,563,18,2,142,36,216,18,39,227,68,15,2,,39,6,,450,402,373.2,387,193,167,138,301,5,"1,690","1,485",69,14,17,,9,,32,69,,,,,26,8,1,404,383,8,"1,121",392,43,1,7,71,4,"1,556",12,
SIUE,OVC,54,"1,446",198,372,65,3,560,39,1,119,19,174,10,20,268,63,19,7,,35,5,,380,407,351.1,423,299,238,169,213,4,"1,707","1,453",70,14,30,,22,,42,70,,,,,29,14,,363,432,2,"1,054",371,71,,4,78,12,"1,496",17,
South Alabama,Sun Belt,46,"1,158",178,288,37,14,464,37,4,122,19,160,9,25,243,60,12,7,,43,13,,304,323,305,238,133,113,87,327,11,"1,265","1,131",37,5,35,,16,,23,105,2,,,,17,7,,209,355,3,915,215,34,,5,47,11,"1,164",11,
South Carolina,SEC,56,"1,447",281,397,65,11,598,38,2,186,51,255,14,14,308,68,24,20,,62,12,,416,318,365,382,283,222,184,242,2,"1,705","1,452",61,7,60,,34,,35,61,7,,,,22,10,2,419,385,3,"1,095",410,77,2,8,39,13,"1,582",29,
South Carolina St.,MEAC,40,922,88,194,17,6,253,10,,89,26,74,1,15,215,53,10,1,,38,10,,263,235,229.1,408,355,301,148,68,1,"1,265","1,049",86,23,29,,37,,23,17,,,,,21,23,1,259,303,,688,281,79,1,4,150,18,"1,048",15,
South Dakota,Summit League,53,"1,434",264,410,75,9,608,35,2,139,19,237,7,11,302,76,11,8,,36,8,,384,310,341,384,264,189,164,211,9,"1,595","1,388",60,8,41,,37,,13,58,,,,,19,11,,470,282,7,"1,023",522,75,,6,49,11,"1,620",24,
South Dakota State,Summit League,51,"1,425",311,431,76,7,743,74,,160,22,288,16,9,232,74,15,9,,17,8,,323,411,340.2,239,110,88,132,404,20,"1,405","1,240",44,3,20,,13,,19,108,,,,,10,4,,280,309,4,"1,022",278,25,,3,26,9,"1,325",11,
South Florida,AAC,58,"1,446",258,389,70,8,562,29,,163,30,233,15,34,233,43,17,6,,120,15,,414,401,389,236,118,90,88,470,26,"1,538","1,393",29,,26,,11,,38,124,3,,,,13,5,1,382,286,4,"1,167",404,46,1,8,31,10,"1,617",15,
Southeast Mo. St.,OVC,54,"1,406",270,384,67,8,581,38,,132,25,238,12,16,212,48,19,5,,58,15,,392,394,347.2,326,209,175,135,323,6,"1,548","1,337",37,3,50,,32,,24,84,1,,,,38,12,2,343,352,5,"1,043",335,47,2,6,40,7,"1,425",10,
Southeastern La.,Southland,56,"1,463",341,488,92,17,710,32,5,150,29,281,13,33,202,54,13,4,,150,18,,406,344,352.2,314,181,141,137,325,12,"1,545","1,352",48,15,29,,19,,23,63,5,,,,24,9,,279,418,5,"1,058",298,59,,8,47,7,"1,415",14,
Southern Ill.,MVC,47,"1,315",283,382,46,5,564,42,1,218,51,256,14,18,240,72,14,6,,43,13,,326,350,323.2,319,180,148,140,236,6,"1,452","1,245",49,6,36,,14,,33,52,,,,,25,8,1,338,347,1,971,346,48,1,7,27,16,"1,365",18,
Southern Miss.,C-USA,52,"1,397",225,378,51,13,599,48,2,155,28,204,13,7,250,50,16,6,,51,6,,316,441,356.1,384,198,160,105,248,5,"1,582","1,431",51,7,24,,26,,21,88,,,,,13,12,,427,337,1,"1,069",456,64,,7,45,21,"1,589",20,
Southern U.,SWAC,50,"1,263",177,308,53,10,435,18,1,108,24,151,6,30,211,56,13,4,,62,22,,403,316,317,428,324,264,150,147,2,"1,567","1,357",75,20,64,,32,,17,37,8,,,,28,15,,290,477,4,951,295,84,,19,75,6,"1,330",9,
Southern Utah,Big Sky,43,969,87,192,37,4,276,13,,72,29,80,2,5,318,76,11,7,,18,6,,206,240,243.1,426,368,302,200,134,,"1,388","1,139",76,9,56,,55,,12,29,,,,,22,15,,296,260,1,730,313,74,,12,61,12,"1,117",11,
St. Bonaventure,Atlantic 10,46,"1,113",103,224,38,3,304,12,1,118,22,82,5,19,293,70,9,6,1,28,8,,300,291,285.2,418,262,194,115,188,2,"1,409","1,235",67,13,15,,29,,11,44,3,,,,38,10,,287,336,,857,316,73,,7,69,8,"1,246",13,
St. John's (NY),Big East,47,"1,110",91,218,34,4,293,11,7,94,23,80,5,19,337,98,7,4,,49,16,,272,273,292,369,238,187,112,210,4,"1,394","1,230",64,14,36,,17,,24,62,,,,,19,8,1,344,273,1,876,364,84,1,8,59,19,"1,324",13,
St. Thomas (MN),Summit League,50,"1,267",172,312,34,3,445,31,2,132,20,151,8,19,364,97,15,8,,38,7,,328,260,312.1,431,300,269,183,185,1,"1,558","1,319",73,18,67,,30,,25,51,,,,,16,15,,317,381,2,937,374,56,,25,62,15,"1,367",19,
Stanford,Pac-12,55,"1,431",229,387,64,23,569,24,,103,30,211,11,14,235,59,8,4,,47,7,,350,449,362.2,287,123,105,83,277,19,"1,489","1,358",40,4,28,,11,,29,74,,,,,13,5,1,467,309,3,"1,088",474,40,1,4,18,9,"1,602",19,
Stetson,ASUN,56,"1,402",165,323,41,5,473,33,,104,30,151,12,29,332,75,11,3,,69,12,,349,401,375,401,244,210,186,218,5,"1,744","1,460",54,12,38,,34,,52,51,,,,,32,13,,399,447,3,"1,125",427,50,1,10,75,17,"1,602",24,
Stony Brook,America East,47,"1,251",220,340,61,9,512,31,3,94,33,196,5,36,218,47,9,4,,49,10,,364,311,312.2,246,138,107,112,402,14,"1,318","1,163",38,7,23,,14,,18,96,,,,,15,10,,227,283,3,938,229,37,,6,29,11,"1,204",6,
Syracuse,ACC,47,"1,203",218,330,55,7,501,34,1,118,33,197,15,14,256,58,9,5,,55,14,,316,285,298,277,165,143,117,265,6,"1,326","1,150",43,4,34,,19,,32,55,,,,,16,8,3,344,251,1,894,343,48,3,2,52,14,"1,285",12,
Tarleton St.,WAC,52,"1,432",269,418,73,10,646,45,1,145,44,234,6,24,239,57,16,9,,25,3,,389,361,344.1,351,215,181,196,238,2,"1,617","1,337",62,6,26,,16,,44,67,,,,,32,8,,406,338,2,"1,033",421,50,,12,28,18,"1,504",17,
Tennessee,SEC,55,"1,444",333,410,74,9,766,88,3,195,90,313,11,9,277,66,21,14,,84,9,,367,369,366,282,174,152,131,322,9,"1,559","1,361",33,2,59,,22,,54,79,4,,,,8,5,,318,425,4,"1,098",340,38,,5,30,10,"1,476",17,
Tennessee St.,OVC,53,"1,242",93,230,41,7,291,2,,89,21,70,6,19,288,63,12,3,,37,17,,350,347,334,413,264,208,110,174,5,"1,569","1,409",67,10,38,,29,,25,41,,,,,17,7,1,387,387,3,"1,002",406,81,1,10,90,22,"1,489",18,
Tennessee Tech,OVC,54,"1,437",302,397,62,7,644,57,,164,20,267,7,28,214,71,14,4,,54,6,,355,431,344.2,382,232,201,133,220,9,"1,589","1,388",54,9,39,,20,,27,59,,,,,27,14,,367,427,1,"1,034",356,52,,3,55,6,"1,442",13,
Texas,Big 12,56,"1,479",341,461,96,12,746,55,1,192,21,304,20,22,223,68,17,9,,89,10,,362,416,364.1,321,211,172,139,390,11,"1,587","1,397",58,4,47,,44,,26,107,,,,,14,11,,331,333,2,"1,093",354,68,,8,32,12,"1,515",17,
Texas A&M,SEC,55,"1,414",311,396,65,8,672,65,7,233,22,275,11,7,327,95,16,5,,79,11,,335,328,352.2,320,222,181,196,298,6,"1,619","1,345",75,1,46,,62,,45,52,,,,,23,9,1,406,307,5,"1,058",424,57,1,17,41,11,"1,539",26,
Texas Southern,SWAC,45,"1,187",219,320,40,6,453,27,1,148,18,201,14,24,192,77,9,4,,49,5,,339,330,294.2,263,170,133,119,167,4,"1,308","1,135",45,9,26,,15,,26,50,,,,,23,5,,377,307,1,880,376,54,,12,63,10,"1,310",11,
Texas St.,Sun Belt,57,"1,500",265,421,54,10,567,24,,191,20,238,13,22,284,107,15,5,,90,15,,430,340,374,310,162,129,126,341,13,"1,602","1,404",44,6,35,,18,,29,109,,,,,30,12,1,351,390,7,"1,122",361,62,1,5,39,15,"1,545",16,
Texas Tech,Big 12,49,"1,165",189,290,62,6,472,36,1,130,28,173,9,14,290,60,16,10,,29,7,,290,286,302.1,332,240,198,153,228,9,"1,430","1,212",56,12,61,,28,,40,65,1,,,,15,10,,245,399,3,907,261,49,,12,44,14,"1,217",10,
Toledo,MAC,49,"1,285",228,321,68,4,505,36,2,150,36,202,11,17,296,67,12,3,,43,8,,313,331,308.1,455,345,283,171,173,1,"1,587","1,357",85,4,64,,30,,13,32,,,,,26,20,,268,443,1,925,299,80,,9,84,14,"1,304",6,
Towson,CAA,47,"1,194",152,301,40,17,444,23,,82,22,141,9,19,226,55,10,2,,34,6,,336,310,296,393,273,241,135,161,1,"1,452","1,237",70,16,38,,32,,41,56,,,,,28,11,,314,357,,888,343,59,,5,61,13,"1,290",16,
Troy,Sun Belt,52,"1,291",214,328,65,4,536,45,1,167,23,193,8,21,262,60,16,11,,29,3,,321,369,337.1,262,174,144,186,370,10,"1,501","1,239",42,16,23,,46,,37,98,,,,,25,13,,242,381,2,"1,012",251,32,,12,64,12,"1,295",7,
Tulsa,AAC,49,"1,259",191,318,57,10,464,23,,129,34,165,12,18,227,58,24,14,,28,11,,368,329,315.1,374,273,211,159,247,4,"1,524","1,291",68,8,53,,23,,35,80,,,,,27,11,1,324,346,1,946,331,48,1,18,61,13,"1,325",12,
UAB,C-USA,49,"1,298",211,348,61,13,489,18,1,104,37,192,17,16,141,31,14,5,,27,14,,393,392,332.2,358,218,168,111,236,9,"1,500","1,333",66,22,33,,22,,25,53,,,,,17,12,2,423,299,5,992,455,55,2,7,22,8,"1,502",27,
UAlbany,America East,42,"1,123",207,318,62,10,487,29,,94,17,185,10,14,275,61,10,1,,75,18,,264,246,283.1,265,168,119,115,200,2,"1,288","1,107",41,5,26,,7,,37,58,,,,,20,9,,328,288,5,853,318,65,,9,35,9,"1,236",19,
UC Davis,Big West,52,"1,377",164,333,45,9,450,18,,123,38,140,10,25,248,77,17,10,,47,13,,381,396,357.1,338,199,139,120,285,5,"1,584","1,404",53,13,18,,38,,18,54,,,,,30,12,,455,300,5,"1,071",437,81,,4,58,11,"1,589",15,
UC Riverside,Big West,49,"1,276",240,354,71,9,524,27,4,159,43,223,19,19,245,63,17,8,,47,8,,330,340,329,337,207,160,121,305,5,"1,478","1,294",49,5,25,,17,,31,78,,,,,21,11,,315,310,4,987,344,65,,3,36,16,"1,396",22,
UC San Diego,Big West,53,"1,352",186,337,61,9,479,21,2,135,33,175,11,51,276,68,19,12,,69,16,,431,315,357.2,322,174,143,105,361,5,"1,556","1,387",58,7,16,,32,,32,84,1,,,,24,7,1,397,294,5,"1,073",389,59,1,8,74,10,"1,521",6,
UC Santa Barbara,Big West,54,"1,368",203,380,66,14,510,12,,93,31,179,14,25,206,49,13,8,,45,9,,413,359,338,392,363,292,269,205,3,"1,736","1,367",86,15,51,,66,,53,71,2,,,,29,18,,314,453,1,"1,017",316,61,,3,43,4,"1,394",15,
UCF,AAC,58,"1,505",341,449,70,15,663,38,2,226,37,304,12,25,258,72,14,11,,87,15,,441,342,383.1,302,164,123,159,314,17,"1,631","1,425",48,4,30,,27,,22,57,,,,,16,9,,468,323,5,"1,150",466,56,,12,44,10,"1,672",22,
UCLA,Pac-12,51,"1,285",319,410,81,13,679,54,,140,32,285,14,27,233,45,7,2,,56,16,,342,297,328.2,203,86,66,69,429,20,"1,291","1,189",34,2,30,,11,,20,112,,,,,7,4,2,270,269,8,986,287,36,2,9,17,7,"1,309",6,
UConn,Big East,56,"1,474",287,411,69,11,616,38,1,178,31,253,15,20,302,86,6,1,,131,19,,375,357,366.2,349,185,149,113,395,13,"1,611","1,435",66,12,29,,22,,46,82,4,,,,7,10,,266,408,5,"1,100",270,47,,9,37,8,"1,417",11,
UIC,Horizon,45,"1,172",147,279,51,12,402,16,,94,30,129,7,34,214,43,11,6,,23,10,,354,324,299.2,343,237,164,128,157,3,"1,424","1,224",60,9,29,,31,,41,42,1,,,,26,5,,405,281,1,896,423,81,,10,48,10,"1,400",20,
UIW,Southland,51,"1,326",181,324,53,8,480,29,,135,19,167,9,20,258,58,7,1,,35,10,,356,358,325,425,304,250,177,244,,"1,644","1,391",79,12,40,,25,,43,62,,,,,23,10,,298,391,5,975,308,73,,7,81,11,"1,356",8,
ULM,Sun Belt,54,"1,375",235,366,51,8,484,17,,164,28,202,8,36,291,67,20,5,,72,18,,374,350,356.2,339,210,160,174,276,6,"1,632","1,391",47,9,34,,24,,35,62,,,,,24,7,1,402,344,2,"1,070",391,75,1,6,66,11,"1,536",15,
UMass Lowell,America East,48,"1,287",209,337,73,4,511,31,,127,27,192,12,10,263,68,7,2,,46,9,,347,306,314.2,324,180,145,107,283,10,"1,397","1,237",57,5,37,,22,,26,75,1,,,,16,11,,262,357,6,943,286,44,,9,30,19,"1,273",11,
UMBC,America East,41,"1,085",170,306,44,1,478,42,,83,17,156,6,15,194,56,9,5,,27,10,,285,275,279,195,123,83,79,422,15,"1,154","1,051",38,9,23,,20,,11,87,1,,,,11,2,,176,220,6,837,195,58,,6,30,7,"1,090",,
UMES,MEAC,51,"1,339",219,385,57,12,496,10,,101,15,191,18,33,201,57,17,4,,101,17,,419,319,322.1,419,327,222,173,166,3,"1,630","1,363",75,9,13,,65,,46,56,,,,,27,20,1,406,332,,967,448,94,1,12,78,22,"1,509",21,
UNC Greensboro,SoCon,57,"1,520",327,411,78,7,809,102,2,187,47,305,17,22,259,59,9,2,,8,1,,342,499,388.2,342,201,159,133,354,6,"1,680","1,489",57,4,45,,18,,30,98,,,,,22,6,,313,461,3,"1,166",312,58,,13,51,11,"1,536",17,
UNCW,CAA,45,"1,104",207,299,45,12,422,18,1,126,35,160,10,32,195,43,9,1,,110,18,,297,298,303,233,114,75,95,295,10,"1,272","1,128",34,7,13,,27,,26,68,,,,,16,7,,254,323,7,909,268,44,,10,18,8,"1,221",12,
UNI,MVC,46,"1,203",262,334,63,6,607,66,3,182,15,247,16,6,228,62,8,8,,80,16,,292,340,309,269,148,105,120,378,6,"1,354","1,187",46,5,31,,28,,31,96,,,,,10,6,,246,271,2,927,269,51,,7,31,9,"1,247",11,
UNLV,Mountain West,52,"1,367",313,433,54,13,690,59,1,181,44,300,17,29,253,72,13,7,,25,6,,325,363,343,309,160,139,125,336,14,"1,473","1,304",27,2,34,,23,,20,93,,,,,14,9,1,315,346,9,"1,029",330,33,1,14,36,11,"1,392",17,
USC Upstate,Big South,58,"1,467",331,456,85,5,683,44,,131,38,288,11,47,168,44,19,10,,130,8,,411,431,378.2,289,122,102,98,427,24,"1,540","1,390",41,2,27,,13,,25,112,,,,,24,3,,346,329,2,"1,136",363,33,,3,45,15,"1,532",11,
UT Arlington,Sun Belt,49,"1,188",179,295,44,3,435,30,,158,8,161,7,40,248,78,12,6,,40,13,,347,312,317,346,242,191,143,166,4,"1,496","1,279",49,7,39,,21,,34,37,,,,,27,12,1,457,287,2,951,474,79,1,4,43,9,"1,504",14,
UT Martin,OVC,53,"1,438",307,439,67,9,641,39,,136,29,276,15,36,221,62,11,4,,50,2,,436,338,340.1,307,168,138,100,259,7,"1,451","1,294",45,3,34,,22,,19,65,,,,,30,8,,334,393,6,"1,021",327,41,,3,39,9,"1,389",12,
Utah,Pac-12,54,"1,431",257,411,55,9,601,39,,129,34,230,14,32,221,46,10,3,,85,18,,449,341,356,379,210,185,93,298,8,"1,556","1,405",59,14,52,,7,,30,79,,,,,19,9,,382,329,2,"1,068",413,52,,7,21,13,"1,533",17,1
Utah St.,Mountain West,56,"1,501",283,387,68,5,597,44,3,177,35,243,22,16,322,87,14,9,,57,6,,384,391,374,490,299,233,128,195,4,"1,768","1,564",85,10,42,,17,,22,61,1,,,,36,18,,468,395,3,"1,122",508,85,,4,38,19,"1,715",29,
Utah Valley,WAC,51,"1,385",282,432,73,3,634,41,,153,35,255,13,26,260,76,19,10,,61,8,,322,364,325.1,499,324,280,100,227,4,"1,611","1,436",84,16,69,,32,,39,53,3,,,,23,13,,290,414,1,976,317,61,,5,66,14,"1,354",14,
UTEP,C-USA,49,"1,196",148,278,49,4,404,23,,117,22,136,7,16,280,65,12,4,,31,5,,300,325,302.2,434,314,271,154,180,1,"1,545","1,322",64,5,77,,18,,33,72,2,,,,23,13,,332,354,4,908,342,73,,4,43,9,"1,323",22,
UTSA,C-USA,48,"1,260",218,312,46,5,563,65,,180,19,199,9,3,327,114,21,3,,5,3,,243,350,308.1,379,268,224,170,177,4,"1,512","1,289",60,4,51,,39,,30,58,,,,,15,8,,343,363,2,925,339,59,,19,46,8,"1,323",19,
Valparaiso,MVC,47,"1,180",141,288,46,5,377,11,,79,13,119,4,25,218,49,23,15,,50,7,,399,254,293.2,408,274,210,156,183,4,"1,458","1,243",78,10,40,,32,,25,50,,,,,23,11,,322,320,,881,358,62,,10,52,22,"1,301",13,
Villanova,Big East,54,"1,444",229,382,74,6,621,51,2,158,35,208,12,5,338,81,23,11,,46,11,,307,391,360.2,360,180,134,105,293,9,"1,576","1,411",65,9,28,,19,1,29,78,2,,,,20,11,,428,320,6,"1,087",445,49,,7,29,15,"1,581",11,
Virginia,ACC,51,"1,339",226,337,72,5,533,38,,151,29,199,12,10,231,72,16,7,,66,18,,341,396,334.2,355,202,180,127,212,4,"1,495","1,325",83,18,37,,24,,21,53,4,,,,11,11,,350,399,11,"1,004",369,35,,10,34,18,"1,408",15,
Virginia Tech,ACC,48,"1,348",298,429,67,18,703,57,2,134,17,281,10,4,180,35,20,9,,56,13,,305,399,323.1,201,107,89,105,512,12,"1,303","1,160",38,7,28,,29,,19,110,,,,,12,6,1,183,254,8,970,212,33,1,6,24,11,"1,215",2,
Wagner,NEC,48,"1,284",151,333,55,6,439,13,2,92,20,137,10,38,173,37,24,14,,12,4,,397,386,323,345,195,164,107,231,4,"1,445","1,285",86,8,18,,19,,19,53,1,,,,21,13,,276,424,,969,285,44,,3,57,13,"1,298",9,
Washington,Pac-12,50,"1,288",294,369,71,9,698,80,8,172,41,273,14,25,269,73,15,12,,44,9,,291,354,323.2,287,145,133,127,384,13,"1,418","1,229",36,2,35,,25,,41,93,2,,,,17,4,,299,260,3,971,321,29,,11,25,11,"1,321",11,
Weber State,Big Sky,48,"1,270",304,397,66,11,617,44,,150,22,262,15,26,240,67,15,3,,54,9,,294,321,308.2,297,155,123,130,298,13,"1,374","1,200",40,5,19,,10,,18,89,1,,,,17,8,1,320,281,3,926,331,34,1,8,60,9,"1,291",12,
Western Caro.,SoCon,53,"1,359",206,322,52,2,531,51,,131,35,178,4,12,278,49,23,7,,71,18,,363,367,347.1,394,251,198,117,281,3,"1,598","1,394",64,7,54,,19,,33,61,,,,,44,9,1,358,367,,"1,042",366,56,1,10,68,12,"1,464",17,
Western Ill.,Summit League,45,"1,052",79,221,26,6,286,9,,92,20,71,3,14,274,55,15,4,,19,7,,297,247,265.1,375,282,223,130,225,2,"1,356","1,166",58,14,42,,20,,32,52,,,,,12,16,,298,237,1,796,299,69,,15,89,9,"1,164",6,
Western Ky.,C-USA,51,"1,339",274,406,74,7,608,38,,164,16,240,11,30,199,52,6,4,,83,12,,366,359,333.2,291,145,114,92,259,11,"1,411","1,277",53,6,35,,15,,21,66,1,,,,14,5,2,419,293,2,"1,001",418,50,2,5,28,6,"1,469",15,
Western Mich.,MAC,54,"1,359",164,307,50,3,453,30,1,97,17,147,6,32,310,101,12,8,,15,5,,407,321,351.2,320,206,164,142,381,13,"1,572","1,368",65,9,36,,34,,27,105,,,,,26,9,,315,339,1,"1,055",343,51,,29,82,3,"1,449",5,
Wichita State,AAC,49,"1,361",407,478,78,7,924,118,5,188,38,380,10,9,247,66,18,13,,47,10,,306,301,300.2,323,213,172,144,211,5,"1,391","1,200",67,4,51,,39,,23,48,,,,,11,13,,358,299,2,902,350,37,,5,38,4,"1,289",18,
Winthrop,Big South,55,"1,372",187,329,43,7,440,18,,158,39,157,8,20,347,81,10,7,,100,24,,355,320,347.1,362,259,190,135,330,4,"1,596","1,415",42,6,52,,31,,24,88,,,,,15,7,,270,417,1,"1,042",271,79,,6,103,9,"1,392",4,
Wisconsin,Big Ten,47,"1,223",224,315,57,13,485,29,17,168,48,199,14,12,320,86,13,4,,42,18,,242,326,318,330,171,132,75,200,3,"1,388","1,265",62,6,23,,18,,23,37,,,,,20,5,,445,262,,954,478,60,,11,41,8,"1,492",21,
Yale,Ivy League,34,811,104,191,31,6,306,24,,75,23,86,2,22,186,56,8,4,,8,4,,194,247,213.1,295,222,185,102,116,1,"1,072",907,64,4,38,,24,,36,31,2,,,,17,10,,177,317,2,640,202,38,,14,36,12,880,8,
Youngstown St.,Horizon,56,"1,475",218,380,69,8,531,22,2,126,54,197,13,49,324,75,14,5,,38,8,,340,450,382.1,368,178,155,205,389,3,"1,744","1,440",69,7,17,,18,,41,114,1,,,,44,14,,339,370,2,"1,147",364,46,,6,58,11,"1,557",19,
